customer_id,gender,age,age_group,city,state,registration_date,customer_tier,total_orders,total_spent
CUST00023233,female,31,26-35,Udaipur,Rajasthan,2023-12-31,Platinum,5,98807.72
CUST00023234,female,30,26-35,Surat,Gujarat,2024-04-26,Platinum,14,535040.03
CUST00023235,male,21,18-25,Madurai,Tamil Nadu,2023-08-29,Platinum,3,271226.0
CUST00023236,female,46,46-55,Thane,Maharashtra,2024-05-29,Gold,3,23709.51
CUST00023237,female,34,26-35,Mumbai,Maharashtra,2024-03-14,Gold,2,21419.81
CUST00023238,female,49,46-55,Ahmedabad,Gujarat,2023-08-05,Platinum,6,101509.44
CUST00023239,female,37,36-45,Alwar,Rajasthan,2023-08-30,Platinum,5,96599.85
CUST00023240,female,32,26-35,Kota,Rajasthan,2024-02-12,Platinum,2,95828.46
CUST00023241,male,30,26-35,Lucknow,UP,2023-12-14,Platinum,8,256345.03
CUST00023242,female,56,56-65,Jaipur,Rajasthan,2023-11-08,Platinum,4,81351.21
CUST00023243,male,75,65+,Amritsar,Punjab,2024-02-11,Silver,3,5192.79
CUST00023244,female,60,56-65,Lucknow,UP,2023-08-03,Platinum,4,71946.67
CUST00023245,male,46,46-55,Ludhiana,Punjab,2024-03-28,Gold,3,47763.38
CUST00023246,female,44,36-45,Coimbatore,Tamil Nadu,2023-12-09,Platinum,7,534229.69
CUST00023247,male,33,26-35,Varanasi,UP,2024-03-28,Platinum,5,54209.1
CUST00023248,male,30,26-35,Udaipur,Rajasthan,2024-05-16,Gold,3,28944.84
CUST00023249,female,34,26-35,Mysore,Karnataka,2023-08-06,Platinum,6,253649.64
CUST00023250,male,27,26-35,Udaipur,Rajasthan,2024-04-10,Platinum,3,124763.43
CUST00023251,male,50,46-55,Mumbai,Maharashtra,2023-06-18,Silver,4,13591.0
CUST00023252,male,35,26-35,Coimbatore,Tamil Nadu,2023-06-04,Gold,3,49204.26
CUST00023253,female,37,36-45,Faridabad,Haryana,2024-02-03,Gold,2,38895.89
CUST00023254,male,39,36-45,Amritsar,Punjab,2024-01-23,Platinum,6,183289.92
CUST00023255,male,41,36-45,New Delhi,Delhi,2023-07-14,Platinum,6,191722.42
CUST00023256,male,35,26-35,Kota,Rajasthan,2024-05-25,Platinum,8,90618.48
CUST00023257,male,29,26-35,Kanpur,UP,2024-01-24,Platinum,5,244442.37
CUST00023258,female,30,26-35,Coimbatore,Tamil Nadu,2024-05-21,Platinum,7,351558.52
CUST00023259,female,31,26-35,Alwar,Rajasthan,2024-01-11,Platinum,3,71740.04
CUST00023260,male,32,26-35,Alwar,Rajasthan,2023-09-06,Gold,5,32841.25
CUST00023261,male,60,56-65,Gurugram,Haryana,2023-08-30,Gold,2,28199.27
CUST00023262,male,27,26-35,Jodhpur,Rajasthan,2023-08-25,Platinum,3,79931.76
CUST00023263,male,51,46-55,Jaipur,Rajasthan,2023-06-02,Silver,1,1914.71
CUST00023264,female,37,36-45,Alwar,Rajasthan,2023-06-20,Platinum,5,105368.51
CUST00023265,female,27,26-35,Howrah,West Bengal,2023-06-16,Platinum,7,415200.41
CUST00023266,female,60,56-65,Mangalore,Karnataka,2023-09-23,Gold,5,46574.1
CUST00023267,male,69,65+,Delhi NCR,Delhi,2024-03-09,Silver,5,5360.48
CUST00023268,male,43,36-45,Jalandhar,Punjab,2024-02-29,Platinum,7,305497.26
CUST00023269,male,22,18-25,Mangalore,Karnataka,2023-12-15,Silver,1,227.17
CUST00023270,female,31,26-35,Panipat,Haryana,2024-01-16,Platinum,5,62325.7
CUST00023271,female,63,56-65,Patiala,Punjab,2023-11-21,Gold,6,30070.1
CUST00023272,male,29,26-35,Kota,Rajasthan,2024-03-23,Gold,4,30013.88
CUST00023273,female,29,26-35,Ludhiana,Punjab,2023-10-13,Platinum,5,104522.33
CUST00023274,female,38,36-45,Madurai,Tamil Nadu,2023-07-29,Platinum,4,290695.84
CUST00023275,male,26,26-35,Howrah,West Bengal,2023-09-23,Platinum,6,59905.86
CUST00023276,male,37,36-45,Sohna,Haryana,2023-09-28,Platinum,2,82211.39
CUST00023277,male,37,36-45,Ludhiana,Punjab,2023-08-12,Platinum,6,135021.74
CUST00023278,male,49,46-55,Lucknow,UP,2023-07-23,Gold,3,34214.51
CUST00023279,male,30,26-35,Bangalore,Karnataka,2023-09-08,Platinum,5,79019.42
CUST00023280,male,29,26-35,Madurai,Tamil Nadu,2023-07-01,Platinum,4,89042.72
CUST00023281,male,63,56-65,Mangalore,Karnataka,2024-02-13,Platinum,5,73175.52
CUST00023282,male,25,18-25,Amritsar,Punjab,2023-07-17,Platinum,6,93495.48
CUST00023283,female,51,46-55,Varanasi,UP,2023-09-01,Platinum,5,77170.78
CUST00023284,female,33,26-35,Faridabad,Haryana,2023-07-19,Gold,3,25309.2
CUST00023285,male,47,46-55,Chennai,Tamil Nadu,2024-05-29,Silver,5,14015.9
CUST00023286,male,32,26-35,Madurai,Tamil Nadu,2024-05-19,Platinum,5,175126.84
CUST00023287,male,23,18-25,Coimbatore,Tamil Nadu,2023-09-17,Silver,4,11522.06
CUST00023288,female,25,18-25,Kolkata,West Bengal,2024-02-03,Platinum,5,58074.69
CUST00023289,female,34,26-35,Madurai,Tamil Nadu,2023-09-23,Silver,0,0.0
CUST00023290,female,25,18-25,Sohna,Haryana,2023-10-22,Silver,2,3416.53
CUST00023291,female,48,46-55,Nagpur,Maharashtra,2023-11-28,Platinum,3,140643.98
CUST00023292,male,21,18-25,Surat,Gujarat,2024-03-31,Platinum,6,111673.42
CUST00023293,female,69,65+,Pune,Maharashtra,2023-10-20,Silver,4,3167.19
CUST00023294,male,31,26-35,Pune,Maharashtra,2024-02-24,Platinum,2,121666.57
CUST00023295,male,35,26-35,Udaipur,Rajasthan,2023-08-11,Platinum,7,166952.76
CUST00023296,male,54,46-55,Howrah,West Bengal,2024-04-16,Silver,6,17430.0
CUST00023297,female,43,36-45,Ludhiana,Punjab,2023-11-11,Platinum,9,135976.21
CUST00023298,male,52,46-55,Amritsar,Punjab,2023-07-26,Silver,5,9770.72
CUST00023299,male,40,36-45,Jalandhar,Punjab,2024-03-14,Platinum,4,122964.34
CUST00023300,male,29,26-35,Dwarka,Delhi,2023-08-01,Platinum,7,368257.73
CUST00023301,female,26,26-35,Ahmedabad,Gujarat,2023-09-15,Platinum,5,64965.07
CUST00023302,female,33,26-35,Kota,Rajasthan,2023-10-13,Platinum,4,59895.95
CUST00023303,male,18,18-25,Kanpur,UP,2023-10-19,Silver,6,19743.68
CUST00023304,male,32,26-35,Mumbai,Maharashtra,2023-07-12,Platinum,10,464856.02
CUST00023305,male,57,56-65,Noida,UP,2023-06-29,Platinum,5,50794.64
CUST00023306,male,19,18-25,Kota,Rajasthan,2024-02-03,Silver,3,8169.09
CUST00023307,male,53,46-55,Madurai,Tamil Nadu,2024-04-14,Silver,2,8475.67
CUST00023308,male,36,36-45,Ahmedabad,Gujarat,2023-12-16,Platinum,6,160877.18
CUST00023309,female,58,56-65,Udaipur,Rajasthan,2024-03-06,Platinum,10,77970.33
CUST00023310,female,53,46-55,Surat,Gujarat,2023-08-18,Silver,9,15929.01
CUST00023311,female,49,46-55,Howrah,West Bengal,2024-01-03,Silver,4,4576.67
CUST00023312,female,19,18-25,Kolkata,West Bengal,2024-05-13,Gold,2,39633.99
CUST00023313,male,30,26-35,Surat,Gujarat,2023-11-25,Platinum,3,100893.63
CUST00023314,male,62,56-65,Surat,Gujarat,2023-12-19,Platinum,2,78559.92
CUST00023315,male,23,18-25,Coimbatore,Tamil Nadu,2024-02-04,Platinum,5,125138.95
CUST00023316,female,25,18-25,Mangalore,Karnataka,2023-10-01,Platinum,7,116736.03
CUST00023317,female,61,56-65,Ludhiana,Punjab,2023-09-09,Gold,8,22508.4
CUST00023318,male,30,26-35,Sohna,Haryana,2023-08-22,Platinum,5,161698.54
CUST00023319,female,35,26-35,Delhi NCR,Delhi,2023-06-25,Silver,1,9252.6
CUST00023320,female,38,36-45,Surat,Gujarat,2024-03-29,Silver,4,19608.13
CUST00023321,female,37,36-45,Panipat,Haryana,2023-11-24,Platinum,4,138118.29
CUST00023322,male,54,46-55,Udaipur,Rajasthan,2023-07-23,Gold,5,20875.68
CUST00023323,female,20,18-25,Jodhpur,Rajasthan,2023-08-12,Platinum,5,121501.31
CUST00023324,female,42,36-45,Kota,Rajasthan,2024-04-14,Gold,4,35715.05
CUST00023325,female,31,26-35,Kota,Rajasthan,2023-08-08,Platinum,2,68550.99
CUST00023326,male,41,36-45,Alwar,Rajasthan,2024-04-02,Gold,3,26965.7
CUST00023327,male,29,26-35,Lucknow,UP,2024-01-18,Gold,3,39516.14
CUST00023328,female,45,36-45,Pune,Maharashtra,2024-05-14,Platinum,5,76218.74
CUST00023329,male,43,36-45,Vadodara,Gujarat,2023-10-20,Platinum,6,120961.66
CUST00023330,female,55,46-55,Kanpur,UP,2023-09-09,Silver,2,2066.34
CUST00023331,female,60,56-65,Patiala,Punjab,2023-08-04,Silver,5,11538.82
CUST00023332,male,24,18-25,Kota,Rajasthan,2024-03-14,Platinum,5,165889.98
CUST00023333,female,67,65+,Patiala,Punjab,2024-04-17,Silver,3,9539.7
CUST00023334,male,35,26-35,Varanasi,UP,2023-10-16,Platinum,5,123678.42
CUST00023335,female,38,36-45,Varanasi,UP,2023-06-30,Platinum,4,92844.33
CUST00023336,male,37,36-45,Udaipur,Rajasthan,2024-03-24,Platinum,4,146554.51
CUST00023337,male,49,46-55,Jaipur,Rajasthan,2023-11-30,Gold,6,31556.78
CUST00023338,male,37,36-45,Kota,Rajasthan,2024-04-03,Platinum,7,194884.56
CUST00023339,female,53,46-55,Palwal,Haryana,2023-06-13,Silver,3,8404.39
CUST00023340,male,31,26-35,Gurugram,Haryana,2023-11-21,Platinum,3,194959.6
CUST00023341,male,49,46-55,Lucknow,UP,2024-03-28,Silver,5,18745.29
CUST00023342,male,26,26-35,Faridabad,Haryana,2023-12-14,Platinum,6,176828.64
CUST00023343,female,27,26-35,Jalandhar,Punjab,2023-06-04,Platinum,5,61003.32
CUST00023344,female,42,36-45,Gurugram,Haryana,2023-08-02,Platinum,7,379752.04
CUST00023345,female,19,18-25,Delhi NCR,Delhi,2024-05-24,Platinum,6,384019.02
CUST00023346,female,58,56-65,Rajkot,Gujarat,2023-09-11,Platinum,5,51107.22
CUST00023347,male,49,46-55,Durgapur,West Bengal,2024-01-21,Gold,4,24882.16
CUST00023348,male,23,18-25,Noida,UP,2023-06-20,Silver,2,7204.72
CUST00023349,male,27,26-35,Kota,Rajasthan,2024-04-13,Platinum,3,117904.31
CUST00023350,male,26,26-35,Lucknow,UP,2023-08-13,Platinum,4,112323.79
CUST00023351,female,25,18-25,Jalandhar,Punjab,2023-11-03,Platinum,6,249427.84
CUST00023352,male,41,36-45,Mysore,Karnataka,2024-01-31,Platinum,6,91279.67
CUST00023353,female,36,36-45,Amritsar,Punjab,2024-03-07,Platinum,6,183320.47
CUST00023354,female,34,26-35,Kota,Rajasthan,2024-04-28,Platinum,6,54464.59
CUST00023355,male,32,26-35,Lucknow,UP,2023-07-07,Platinum,7,244731.25
CUST00023356,male,36,36-45,Agra,UP,2023-06-22,Platinum,3,96056.53
CUST00023357,female,40,36-45,Noida,UP,2023-08-19,Platinum,3,111462.13
CUST00023358,male,61,56-65,Noida,UP,2023-12-05,Gold,4,31001.97
CUST00023359,male,44,36-45,Palwal,Haryana,2024-02-09,Platinum,4,54390.12
CUST00023360,male,44,36-45,Coimbatore,Tamil Nadu,2024-02-20,Platinum,4,369848.98
CUST00023361,female,34,26-35,Alwar,Rajasthan,2024-02-27,Platinum,6,113365.66
CUST00023362,male,32,26-35,Durgapur,West Bengal,2024-05-08,Gold,2,33614.63
CUST00023363,female,37,36-45,Lucknow,UP,2024-04-22,Platinum,7,83514.28
CUST00023364,female,38,36-45,Vadodara,Gujarat,2023-10-14,Platinum,7,183031.47
CUST00023365,male,44,36-45,Dwarka,Delhi,2023-08-21,Platinum,8,163596.86
CUST00023366,male,69,65+,New Delhi,Delhi,2023-09-08,Gold,6,29606.76
CUST00023367,female,19,18-25,Delhi NCR,Delhi,2024-02-21,Platinum,7,83859.9
CUST00023368,male,44,36-45,New Delhi,Delhi,2023-06-06,Gold,1,25528.77
CUST00023369,male,31,26-35,Faridabad,Haryana,2024-03-04,Platinum,6,55448.21
CUST00023370,male,54,46-55,Bangalore,Karnataka,2023-09-01,Gold,5,48178.47
CUST00023371,female,27,26-35,Patiala,Punjab,2023-10-29,Gold,4,42489.82
CUST00023372,female,28,26-35,Mumbai,Maharashtra,2024-05-25,Platinum,7,90955.65
CUST00023373,female,50,46-55,Coimbatore,Tamil Nadu,2023-11-14,Gold,3,31887.55
CUST00023374,male,21,18-25,Kanpur,UP,2024-02-04,Platinum,4,89259.1
CUST00023375,female,60,56-65,New Delhi,Delhi,2023-08-15,Silver,5,17646.79
CUST00023376,male,22,18-25,Mumbai,Maharashtra,2024-02-02,Platinum,4,370095.1
CUST00023377,male,35,26-35,Mysore,Karnataka,2024-01-05,Platinum,3,114626.99
CUST00023378,male,36,36-45,Varanasi,UP,2024-05-21,Platinum,6,172264.94
CUST00023379,male,21,18-25,Jaipur,Rajasthan,2024-03-22,Platinum,7,77761.22
CUST00023380,male,26,26-35,Jaipur,Rajasthan,2024-03-17,Platinum,4,156866.7
CUST00023381,female,31,26-35,Sohna,Haryana,2023-06-21,Gold,3,29262.36
CUST00023382,female,36,36-45,Bangalore,Karnataka,2024-02-18,Gold,5,23764.14
CUST00023383,male,21,18-25,Dwarka,Delhi,2023-08-09,Platinum,6,288127.51
CUST00023384,female,23,18-25,Madurai,Tamil Nadu,2024-01-13,Gold,7,33925.59
CUST00023385,female,24,18-25,New Delhi,Delhi,2023-09-09,Silver,2,8812.12
CUST00023386,female,51,46-55,Gurugram,Haryana,2023-10-07,Platinum,7,97911.59
CUST00023387,male,36,36-45,Mumbai,Maharashtra,2023-08-30,Platinum,5,347673.16
CUST00023388,male,34,26-35,Kanpur,UP,2023-08-22,Platinum,6,90479.42
CUST00023389,male,23,18-25,Mysore,Karnataka,2024-04-05,Gold,7,21960.55
CUST00023390,male,26,26-35,Amritsar,Punjab,2024-04-13,Gold,1,21438.2
CUST00023391,male,61,56-65,Surat,Gujarat,2023-11-09,Platinum,12,103967.57
CUST00023392,male,54,46-55,Alwar,Rajasthan,2024-04-28,Platinum,4,60069.3
CUST00023393,male,30,26-35,Faridabad,Haryana,2023-10-16,Platinum,9,172588.81
CUST00023394,female,30,26-35,Durgapur,West Bengal,2024-01-06,Platinum,6,165917.4
CUST00023395,female,65,56-65,Patiala,Punjab,2023-06-08,Silver,2,12634.71
CUST00023396,female,31,26-35,Gurugram,Haryana,2023-10-15,Platinum,2,121737.05
CUST00023397,female,23,18-25,Bangalore,Karnataka,2024-03-22,Platinum,7,155179.07
CUST00023398,male,40,36-45,Coimbatore,Tamil Nadu,2024-04-04,Platinum,6,189678.52
CUST00023399,female,44,36-45,Sohna,Haryana,2023-10-09,Silver,3,19548.8
CUST00023400,female,35,26-35,Noida,UP,2023-08-10,Platinum,4,62997.65
CUST00023401,male,24,18-25,Panipat,Haryana,2023-07-26,Platinum,5,86896.67
CUST00023402,male,34,26-35,Panipat,Haryana,2023-11-29,Platinum,3,109146.03
CUST00023403,female,27,26-35,Chennai,Tamil Nadu,2024-04-25,Platinum,4,149440.1
CUST00023404,female,37,36-45,Vadodara,Gujarat,2023-07-12,Platinum,4,123960.15
CUST00023405,female,33,26-35,Rajkot,Gujarat,2024-04-28,Platinum,6,272337.27
CUST00023406,male,34,26-35,Ludhiana,Punjab,2023-08-19,Platinum,6,114332.81
CUST00023407,female,18,18-25,Jalandhar,Punjab,2023-09-16,Platinum,9,366358.71
CUST00023408,female,43,36-45,Amritsar,Punjab,2024-03-03,Platinum,6,363646.34
CUST00023409,male,30,26-35,Palwal,Haryana,2024-03-09,Platinum,4,64434.57
CUST00023410,male,25,18-25,Faridabad,Haryana,2023-06-02,Gold,2,41082.46
CUST00023411,female,67,65+,Madurai,Tamil Nadu,2024-04-10,Platinum,2,59160.77
CUST00023412,male,24,18-25,Mysore,Karnataka,2024-05-01,Platinum,3,120528.09
CUST00023413,female,60,56-65,Coimbatore,Tamil Nadu,2023-12-13,Silver,4,11129.9
CUST00023414,male,32,26-35,Sohna,Haryana,2023-07-04,Platinum,8,209864.03
CUST00023415,female,32,26-35,New Delhi,Delhi,2023-08-04,Platinum,5,195795.95
CUST00023416,male,32,26-35,Jodhpur,Rajasthan,2023-08-10,Platinum,4,445919.91
CUST00023417,male,52,46-55,Patiala,Punjab,2023-08-28,Gold,5,27053.06
CUST00023418,male,59,56-65,Madurai,Tamil Nadu,2023-08-23,Gold,6,36406.01
CUST00023419,male,26,26-35,Durgapur,West Bengal,2024-05-08,Platinum,4,171081.45
CUST00023420,female,47,46-55,Faridabad,Haryana,2024-05-18,Platinum,9,50925.74
CUST00023421,male,36,36-45,Ludhiana,Punjab,2024-05-23,Platinum,4,66863.56
CUST00023422,female,32,26-35,Vadodara,Gujarat,2024-05-04,Platinum,5,227483.81
CUST00023423,male,54,46-55,Dwarka,Delhi,2023-07-15,Gold,8,49938.53
CUST00023424,female,29,26-35,Sohna,Haryana,2023-11-16,Platinum,5,242466.8
CUST00023425,male,20,18-25,Delhi NCR,Delhi,2023-10-18,Platinum,8,207534.37
CUST00023426,male,19,18-25,Ludhiana,Punjab,2023-06-20,Silver,2,2955.27
CUST00023427,male,20,18-25,Gurugram,Haryana,2024-04-29,Platinum,4,76871.42
CUST00023428,female,31,26-35,Faridabad,Haryana,2024-01-18,Platinum,7,232428.69
CUST00023429,male,30,26-35,Howrah,West Bengal,2024-05-31,Platinum,7,172407.94
CUST00023430,female,23,18-25,Palwal,Haryana,2024-05-05,Platinum,7,389165.32
CUST00023431,female,62,56-65,Jalandhar,Punjab,2023-06-06,Platinum,6,77604.46
CUST00023432,male,65,56-65,Surat,Gujarat,2023-07-17,Silver,5,10676.2
CUST00023433,male,21,18-25,Patiala,Punjab,2023-10-28,Platinum,8,66781.8
CUST00023434,female,23,18-25,Howrah,West Bengal,2023-07-01,Platinum,5,130217.38
CUST00023435,female,30,26-35,Chennai,Tamil Nadu,2024-05-20,Gold,5,38310.86
CUST00023436,male,31,26-35,Udaipur,Rajasthan,2023-08-02,Platinum,5,187577.39
CUST00023437,female,43,36-45,Lucknow,UP,2023-07-19,Platinum,9,144247.07
CUST00023438,female,56,56-65,Thane,Maharashtra,2023-08-02,Silver,5,11691.31
CUST00023439,male,37,36-45,Kanpur,UP,2023-10-29,Platinum,6,335362.97
CUST00023440,female,22,18-25,Sohna,Haryana,2023-08-15,Platinum,8,76886.98
CUST00023441,male,48,46-55,Bangalore,Karnataka,2023-09-02,Platinum,6,115291.32
CUST00023442,male,51,46-55,Kolkata,West Bengal,2024-03-07,Platinum,4,66543.87
CUST00023443,male,41,36-45,Coimbatore,Tamil Nadu,2023-12-30,Platinum,5,228500.66
CUST00023444,female,50,46-55,Madurai,Tamil Nadu,2023-07-28,Gold,4,27690.55
CUST00023445,female,35,26-35,Vadodara,Gujarat,2023-08-17,Platinum,6,195721.48
CUST00023446,male,20,18-25,New Delhi,Delhi,2024-05-27,Platinum,8,336856.32
CUST00023447,female,59,56-65,Lucknow,UP,2024-05-14,Silver,4,17725.33
CUST00023448,male,26,26-35,Lucknow,UP,2023-10-23,Platinum,3,78500.42
CUST00023449,male,27,26-35,Pune,Maharashtra,2023-08-23,Gold,5,49542.65
CUST00023450,male,21,18-25,Coimbatore,Tamil Nadu,2024-04-28,Platinum,7,122151.79
CUST00023451,male,31,26-35,Noida,UP,2024-01-27,Platinum,8,205543.25
CUST00023452,female,61,56-65,Jaipur,Rajasthan,2024-04-15,Silver,5,19022.83
CUST00023453,female,31,26-35,Dwarka,Delhi,2023-06-17,Platinum,4,111833.38
CUST00023454,male,41,36-45,Dwarka,Delhi,2023-12-11,Platinum,5,71396.98
CUST00023455,male,35,26-35,Madurai,Tamil Nadu,2024-01-06,Platinum,3,109663.79
CUST00023456,male,53,46-55,Chennai,Tamil Nadu,2024-04-24,Gold,3,42115.22
CUST00023457,female,51,46-55,Mysore,Karnataka,2023-07-10,Silver,4,10253.96
CUST00023458,female,33,26-35,Jaipur,Rajasthan,2023-10-17,Platinum,4,218504.2
CUST00023459,male,34,26-35,Durgapur,West Bengal,2024-03-20,Platinum,7,304240.72
CUST00023460,female,34,26-35,Amritsar,Punjab,2024-05-16,Platinum,4,65190.08
CUST00023461,male,62,56-65,Thane,Maharashtra,2023-09-16,Silver,2,8144.23
CUST00023462,female,64,56-65,Gurugram,Haryana,2024-01-08,Platinum,9,53757.58
CUST00023463,female,30,26-35,Palwal,Haryana,2023-06-10,Platinum,5,287799.49
CUST00023464,male,30,26-35,Palwal,Haryana,2024-02-04,Platinum,6,270111.51
CUST00023465,female,25,18-25,Patiala,Punjab,2023-11-02,Platinum,7,61324.22
CUST00023466,male,38,36-45,Lucknow,UP,2023-07-10,Platinum,12,488637.24
CUST00023467,female,26,26-35,Jaipur,Rajasthan,2023-12-25,Platinum,4,315477.74
CUST00023468,male,33,26-35,Jalandhar,Punjab,2024-05-13,Platinum,3,73221.25
CUST00023469,female,55,46-55,Pune,Maharashtra,2023-07-29,Silver,5,16275.36
CUST00023470,male,22,18-25,Lucknow,UP,2024-04-05,Platinum,9,140337.64
CUST00023471,male,35,26-35,Palwal,Haryana,2023-10-08,Gold,1,42803.1
CUST00023472,male,25,18-25,Kota,Rajasthan,2023-07-09,Platinum,2,73874.43
CUST00023473,male,26,26-35,Ahmedabad,Gujarat,2024-02-09,Platinum,7,93460.1
CUST00023474,female,32,26-35,Gurugram,Haryana,2024-04-07,Platinum,6,210908.9
CUST00023475,male,62,56-65,Nagpur,Maharashtra,2024-02-01,Silver,3,10384.58
CUST00023476,male,28,26-35,Coimbatore,Tamil Nadu,2024-03-11,Platinum,8,364188.64
CUST00023477,female,19,18-25,Noida,UP,2023-11-30,Platinum,6,242648.67
CUST00023478,female,23,18-25,New Delhi,Delhi,2023-12-06,Platinum,4,101186.11
CUST00023479,male,42,36-45,Rajkot,Gujarat,2023-12-15,Platinum,5,144628.89
CUST00023480,male,35,26-35,Howrah,West Bengal,2024-02-10,Platinum,7,90864.9
CUST00023481,female,58,56-65,Pune,Maharashtra,2023-07-20,Platinum,4,73975.98
CUST00023482,male,28,26-35,Alwar,Rajasthan,2024-05-19,Gold,3,48311.86
CUST00023483,female,57,56-65,Bangalore,Karnataka,2024-05-12,Gold,6,47722.36
CUST00023484,female,41,36-45,Kota,Rajasthan,2023-10-29,Platinum,5,152161.09
CUST00023485,male,50,46-55,Agra,UP,2023-11-11,Gold,1,28838.89
CUST00023486,male,41,36-45,Agra,UP,2023-08-02,Platinum,6,443269.75
CUST00023487,male,33,26-35,Jodhpur,Rajasthan,2024-01-07,Platinum,3,89492.98
CUST00023488,male,22,18-25,Ludhiana,Punjab,2023-12-26,Platinum,5,108383.71
CUST00023489,female,24,18-25,Sohna,Haryana,2023-09-17,Platinum,4,199490.14
CUST00023490,male,18,18-25,Amritsar,Punjab,2023-07-16,Platinum,2,82659.98
CUST00023491,female,28,26-35,Coimbatore,Tamil Nadu,2023-06-04,Platinum,4,78210.54
CUST00023492,male,31,26-35,Gurugram,Haryana,2023-11-23,Gold,3,29960.75
CUST00023493,male,40,36-45,Alwar,Rajasthan,2023-10-15,Silver,2,695.29
CUST00023494,female,18,18-25,Alwar,Rajasthan,2024-04-09,Gold,3,49006.88
CUST00023495,male,38,36-45,Ludhiana,Punjab,2023-09-02,Silver,2,14189.86
CUST00023496,female,65,56-65,Varanasi,UP,2023-08-03,Platinum,4,84196.1
CUST00023497,male,36,36-45,Patiala,Punjab,2023-11-11,Platinum,6,240225.67
CUST00023498,male,47,46-55,Mumbai,Maharashtra,2023-11-21,Silver,0,0.0
CUST00023499,male,32,26-35,Howrah,West Bengal,2023-12-11,Platinum,6,210756.56
CUST00023500,male,44,36-45,Jodhpur,Rajasthan,2023-09-04,Platinum,8,315028.98
CUST00023501,male,41,36-45,Dwarka,Delhi,2023-11-02,Platinum,2,66846.35
CUST00023502,male,38,36-45,Kota,Rajasthan,2024-05-31,Platinum,6,65992.28
CUST00023503,male,19,18-25,Dwarka,Delhi,2023-08-17,Platinum,6,209471.27
CUST00023504,male,35,26-35,Panipat,Haryana,2023-12-20,Platinum,6,297488.38
CUST00023505,female,30,26-35,Kolkata,West Bengal,2024-04-03,Platinum,2,128513.28
CUST00023506,male,20,18-25,Jalandhar,Punjab,2024-02-06,Silver,3,2798.69
CUST00023507,female,28,26-35,Bangalore,Karnataka,2024-04-28,Platinum,12,343700.99
CUST00023508,female,25,18-25,Kanpur,UP,2023-11-02,Gold,4,25549.31
CUST00023509,male,34,26-35,Alwar,Rajasthan,2024-03-26,Platinum,4,113278.75
CUST00023510,male,25,18-25,Surat,Gujarat,2024-05-29,Platinum,7,210470.43
CUST00023511,female,20,18-25,Kanpur,UP,2023-12-12,Platinum,9,75181.95
CUST00023512,female,39,36-45,Surat,Gujarat,2024-01-03,Silver,3,16408.7
CUST00023513,male,18,18-25,Chennai,Tamil Nadu,2023-11-03,Silver,4,14100.5
CUST00023514,male,37,36-45,Gurugram,Haryana,2024-03-05,Platinum,5,144935.81
CUST00023515,female,43,36-45,Bangalore,Karnataka,2023-07-09,Platinum,4,226596.67
CUST00023516,male,59,56-65,Noida,UP,2024-01-08,Silver,3,4193.1
CUST00023517,male,25,18-25,Chennai,Tamil Nadu,2023-06-04,Silver,4,17933.06
CUST00023518,female,31,26-35,Varanasi,UP,2023-09-20,Platinum,11,281425.13
CUST00023519,male,29,26-35,Coimbatore,Tamil Nadu,2023-07-30,Silver,2,9853.99
CUST00023520,male,19,18-25,Vadodara,Gujarat,2023-07-12,Platinum,7,338842.87
CUST00023521,female,30,26-35,Kanpur,UP,2023-10-23,Platinum,7,177671.04
CUST00023522,male,62,56-65,Jaipur,Rajasthan,2024-02-09,Silver,4,14967.66
CUST00023523,male,67,65+,Lucknow,UP,2024-03-05,Silver,5,11864.58
CUST00023524,female,54,46-55,Bangalore,Karnataka,2024-02-15,Gold,4,37758.11
CUST00023525,male,47,46-55,Madurai,Tamil Nadu,2023-09-30,Silver,0,0.0
CUST00023526,female,46,46-55,Delhi NCR,Delhi,2023-11-01,Platinum,4,60756.36
CUST00023527,male,63,56-65,Chennai,Tamil Nadu,2024-05-29,Silver,6,8731.05
CUST00023528,male,33,26-35,Chennai,Tamil Nadu,2023-10-22,Silver,3,14150.13
CUST00023529,female,53,46-55,Palwal,Haryana,2023-11-26,Silver,4,4958.68
CUST00023530,female,33,26-35,Mysore,Karnataka,2024-04-16,Platinum,8,164102.63
CUST00023531,female,44,36-45,Mangalore,Karnataka,2024-05-25,Platinum,8,173494.88
CUST00023532,female,21,18-25,Rajkot,Gujarat,2024-03-15,Gold,1,41612.51
CUST00023533,male,22,18-25,Udaipur,Rajasthan,2023-07-12,Silver,5,14134.64
CUST00023534,male,20,18-25,Panipat,Haryana,2024-03-10,Platinum,4,166856.34
CUST00023535,male,42,36-45,Agra,UP,2023-11-14,Platinum,3,135237.11
CUST00023536,male,18,18-25,Faridabad,Haryana,2023-08-23,Gold,3,21925.65
CUST00023537,male,39,36-45,Patiala,Punjab,2024-03-04,Platinum,2,199694.1
CUST00023538,male,32,26-35,Kanpur,UP,2023-12-01,Platinum,9,186202.87
CUST00023539,female,61,56-65,Vadodara,Gujarat,2023-07-13,Silver,5,8960.94
CUST00023540,male,30,26-35,Delhi NCR,Delhi,2024-01-12,Platinum,7,412541.05
CUST00023541,female,32,26-35,Alwar,Rajasthan,2023-07-09,Platinum,4,100586.62
